Cap Spacing (um),Orifice width (um),Flow rate ratio,Capillary Number Inner,Capillary Number Outer ,Observed regime (0= Dripping & 1 = Jetting),Observed droplet diameter (um)
170.7317073,29.26829268,16,3.34E-06,0.004008746,0,187.804878
170.7317073,29.26829268,13.33333333,4.01E-06,0.004008746,0,202.4390244
170.7317073,29.26829268,11.42857143,4.68E-06,0.004008746,0,209.7560976
170.7317073,29.26829268,10,5.34E-06,0.004008746,0,214.6341463
170.7317073,29.26829268,8.888888889,6.01E-06,0.004008746,0,219.5121951
170.7317073,29.26829268,8,6.68E-06,0.004008746,1,234.1463415
170.7317073,29.26829268,7.272727273,7.35E-06,0.004008746,1,243.902439
170.7317073,29.26829268,6.666666667,8.02E-06,0.004008746,1,246.3414634
170.7317073,29.26829268,6.153846154,8.69E-06,0.004008746,1,260.9756098
170.7317073,29.26829268,5.714285714,9.35E-06,0.004008746,1,268.2926829
170.7317073,29.26829268,5.333333333,1.00E-05,0.004008746,1,282.9268293
170.7317073,29.26829268,5,1.07E-05,0.004008746,1,285.3658537
380.4878049,26.82926829,40,6.68E-07,0.002004373,0,202.4390244
380.4878049,26.82926829,20,1.34E-06,0.002004373,0,200
380.4878049,26.82926829,13.33333333,2.00E-06,0.002004373,1,224.3902439
380.4878049,26.82926829,10,2.67E-06,0.002004373,1,239.0243902
380.4878049,26.82926829,8,3.34E-06,0.002004373,1,260.9756098
380.4878049,26.82926829,6.666666667,4.01E-06,0.002004373,1,278.0487805
380.4878049,26.82926829,5.714285714,4.68E-06,0.002004373,1,312.195122
380.4878049,26.82926829,5,5.34E-06,0.002004373,1,329.2682927
380.4878049,26.82926829,4.444444444,6.01E-06,0.002004373,1,331.7073171
380.4878049,26.82926829,4,6.68E-06,0.002004373,1,356.097561
380.4878049,26.82926829,3.636363636,7.35E-06,0.002004373,1,365.8536585
380.4878049,26.82926829,3.333333333,8.02E-06,0.002004373,1,378.0487805
380.4878049,26.82926829,3.076923077,8.69E-06,0.002004373,1,380.4878049
380.4878049,26.82926829,2.857142857,9.35E-06,0.002004373,1,392.6829268
380.4878049,26.82926829,2.666666667,1.00E-05,0.002004373,1,397.5609756
380.4878049,26.82926829,2.5,1.07E-05,0.002004373,1,404.8780488
380.4878049,26.82926829,2.352941176,1.14E-05,0.002004373,1,414.6341463
168.2926829,29.26829268,100,1.92E-06,0.014431192,0,165.8536585
168.2926829,29.26829268,50,3.85E-06,0.014431192,0,170.7317073
168.2926829,29.26829268,33.33333333,5.77E-06,0.014431192,0,175.6097561
168.2926829,29.26829268,25,7.70E-06,0.014431192,0,182.9268293
168.2926829,29.26829268,20,9.62E-06,0.014431192,0,185.3658537
168.2926829,29.26829268,16.66666667,1.15E-05,0.014431192,0,207.3170732
168.2926829,29.26829268,14.28571429,1.35E-05,0.014431192,0,202.4390244
168.2926829,29.26829268,12.5,1.54E-05,0.014431192,0,209.7560976
168.2926829,29.26829268,11.11111111,1.73E-05,0.014431192,0,204.8780488
168.2926829,29.26829268,10,1.92E-05,0.014431192,0,209.7560976
168.2926829,29.26829268,9.090909091,2.12E-05,0.014431192,1,221.9512195
168.2926829,29.26829268,8.333333333,2.31E-05,0.014431192,1,217.0731707
168.2926829,29.26829268,7.692307692,2.50E-05,0.014431192,1,234.1463415
168.2926829,29.26829268,7.142857143,2.69E-05,0.014431192,1,243.902439
168.2926829,29.26829268,6.666666667,2.89E-05,0.014431192,1,251.2195122
219.5121951,26.82926829,120,1.92E-06,0.01731743,0,190.2439024
219.5121951,26.82926829,60,3.85E-06,0.01731743,0,197.5609756
219.5121951,26.82926829,40,5.77E-06,0.01731743,0,209.7560976
219.5121951,26.82926829,30,7.70E-06,0.01731743,0,209.7560976
219.5121951,26.82926829,24,9.62E-06,0.01731743,0,214.6341463
219.5121951,26.82926829,20,1.15E-05,0.01731743,0,221.9512195
219.5121951,26.82926829,17.14285714,1.35E-05,0.01731743,0,224.3902439
219.5121951,26.82926829,15,1.54E-05,0.01731743,0,224.3902439
219.5121951,26.82926829,13.33333333,1.73E-05,0.01731743,0,229.2682927
219.5121951,26.82926829,12,1.92E-05,0.01731743,0,234.1463415
219.5121951,26.82926829,10.90909091,2.12E-05,0.01731743,0,217.0731707
219.5121951,26.82926829,10,2.31E-05,0.01731743,0,219.5121951
219.5121951,26.82926829,9.230769231,2.50E-05,0.01731743,0,221.9512195
219.5121951,26.82926829,8.571428571,2.69E-05,0.01731743,0,226.8292683
219.5121951,26.82926829,8,2.89E-05,0.01731743,1,246.3414634
219.5121951,26.82926829,7.5,3.08E-05,0.01731743,1,246.3414634
219.5121951,26.82926829,7.058823529,3.27E-05,0.01731743,1,256.097561
219.5121951,26.82926829,6.666666667,3.46E-05,0.01731743,1,256.097561
219.5121951,26.82926829,6.315789474,3.66E-05,0.01731743,1,258.5365854
219.5121951,26.82926829,6,3.85E-05,0.01731743,1,263.4146341
160.9756098,26.82926829,140,1.92E-06,0.020203669,0,151.2195122
160.9756098,26.82926829,70,3.85E-06,0.020203669,0,160.9756098
160.9756098,26.82926829,46.66666667,5.77E-06,0.020203669,0,168.2926829
160.9756098,26.82926829,35,7.70E-06,0.020203669,0,173.1707317
160.9756098,26.82926829,28,9.62E-06,0.020203669,0,170.7317073
160.9756098,26.82926829,23.33333333,1.15E-05,0.020203669,0,178.0487805
160.9756098,26.82926829,20,1.35E-05,0.020203669,0,175.6097561
160.9756098,26.82926829,17.5,1.54E-05,0.020203669,0,182.9268293
160.9756098,26.82926829,15.55555556,1.73E-05,0.020203669,0,187.804878
160.9756098,26.82926829,14,1.92E-05,0.020203669,0,185.3658537
160.9756098,26.82926829,12.72727273,2.12E-05,0.020203669,0,192.6829268
160.9756098,26.82926829,11.66666667,2.31E-05,0.020203669,0,195.1219512
160.9756098,26.82926829,10.76923077,2.50E-05,0.020203669,0,192.6829268
160.9756098,26.82926829,10,2.69E-05,0.020203669,0,217.0731707
160.9756098,26.82926829,9.333333333,2.89E-05,0.020203669,1,224.3902439
160.9756098,26.82926829,8.75,3.08E-05,0.020203669,1,229.2682927
160.9756098,26.82926829,8.235294118,3.27E-05,0.020203669,1,234.1463415
160.9756098,26.82926829,7.777777778,3.46E-05,0.020203669,1,234.1463415
178.0487805,24.3902439,80,1.92E-06,0.011544954,0,197.5609756
178.0487805,24.3902439,40,3.85E-06,0.011544954,0,207.3170732
178.0487805,24.3902439,26.66666667,5.77E-06,0.011544954,0,212.195122
178.0487805,24.3902439,20,7.70E-06,0.011544954,0,217.0731707
178.0487805,24.3902439,16,9.62E-06,0.011544954,0,221.9512195
178.0487805,24.3902439,13.33333333,1.15E-05,0.011544954,0,221.9512195
178.0487805,24.3902439,11.42857143,1.35E-05,0.011544954,0,221.9512195
178.0487805,24.3902439,10,1.54E-05,0.011544954,0,224.3902439
178.0487805,24.3902439,8.888888889,1.73E-05,0.011544954,0,226.8292683
178.0487805,24.3902439,8,1.92E-05,0.011544954,1,256.097561
178.0487805,24.3902439,7.272727273,2.12E-05,0.011544954,1,256.097561
178.0487805,24.3902439,6.666666667,2.31E-05,0.011544954,1,278.0487805
178.0487805,24.3902439,6.153846154,2.50E-05,0.011544954,1,282.9268293
219.5121951,24.3902439,80,1.92E-06,0.011544954,0,156.097561
219.5121951,24.3902439,40,3.85E-06,0.011544954,0,163.4146341
219.5121951,24.3902439,26.66666667,5.77E-06,0.011544954,0,170.7317073
219.5121951,24.3902439,20,7.70E-06,0.011544954,0,224.3902439
219.5121951,24.3902439,16,9.62E-06,0.011544954,0,224.3902439
219.5121951,24.3902439,13.33333333,1.15E-05,0.011544954,0,226.8292683
219.5121951,24.3902439,11.42857143,1.35E-05,0.011544954,0,231.7073171
219.5121951,24.3902439,10,1.54E-05,0.011544954,0,234.1463415
219.5121951,24.3902439,8.888888889,1.73E-05,0.011544954,0,234.1463415
219.5121951,24.3902439,8,1.92E-05,0.011544954,0,241.4634146
219.5121951,24.3902439,7.272727273,2.12E-05,0.011544954,0,241.4634146
219.5121951,24.3902439,6.666666667,2.31E-05,0.011544954,0,239.0243902
219.5121951,24.3902439,6.153846154,2.50E-05,0.011544954,0,241.4634146
219.5121951,24.3902439,5.714285714,2.69E-05,0.011544954,0,241.4634146
219.5121951,24.3902439,5.333333333,2.89E-05,0.011544954,0,243.902439
219.5121951,24.3902439,5,3.08E-05,0.011544954,1,287.804878
219.5121951,24.3902439,4.705882353,3.27E-05,0.011544954,1,290.2439024
131.7073171,26.82926829,100,1.92E-06,0.014431192,0,156.097561
131.7073171,26.82926829,50,3.85E-06,0.014431192,0,163.4146341
131.7073171,26.82926829,33.33333333,5.77E-06,0.014431192,0,158.5365854
131.7073171,26.82926829,25,7.70E-06,0.014431192,0,160.9756098
131.7073171,26.82926829,20,9.62E-06,0.014431192,0,165.8536585
131.7073171,26.82926829,16.66666667,1.15E-05,0.014431192,0,175.6097561
131.7073171,26.82926829,14.28571429,1.35E-05,0.014431192,0,180.4878049
131.7073171,26.82926829,12.5,1.54E-05,0.014431192,0,195.1219512
131.7073171,26.82926829,11.11111111,1.73E-05,0.014431192,0,192.6829268
131.7073171,26.82926829,10,1.92E-05,0.014431192,0,200
131.7073171,26.82926829,9.090909091,2.12E-05,0.014431192,1,214.6341463
131.7073171,26.82926829,8.333333333,2.31E-05,0.014431192,1,224.3902439
131.7073171,26.82926829,7.692307692,2.50E-05,0.014431192,1,239.0243902
131.7073171,26.82926829,7.142857143,2.69E-05,0.014431192,1,229.2682927
131.7073171,26.82926829,6.666666667,2.89E-05,0.014431192,1,226.8292683
131.7073171,26.82926829,6.25,3.08E-05,0.014431192,1,270.7317073
131.7073171,26.82926829,5.882352941,3.27E-05,0.014431192,1,278.0487805
131.7073171,26.82926829,5.555555556,3.46E-05,0.014431192,1,268.2926829
131.7073171,26.82926829,5.263157895,3.66E-05,0.014431192,1,275.6097561
131.7073171,26.82926829,5,3.85E-05,0.014431192,1,287.804878
131.7073171,26.82926829,4.761904762,4.04E-05,0.014431192,1,285.3658537
131.7073171,26.82926829,4.545454545,4.23E-05,0.014431192,1,290.2439024
131.7073171,26.82926829,4.347826087,4.43E-05,0.014431192,1,304.8780488
97.56097561,29.26829268,120,1.92E-06,0.01731743,0,173.1707317
97.56097561,29.26829268,60,3.85E-06,0.01731743,0,185.3658537
97.56097561,29.26829268,40,5.77E-06,0.01731743,0,192.6829268
97.56097561,29.26829268,30,7.70E-06,0.01731743,0,197.5609756
97.56097561,29.26829268,24,9.62E-06,0.01731743,0,197.5609756
97.56097561,29.26829268,20,1.15E-05,0.01731743,0,202.4390244
97.56097561,29.26829268,17.14285714,1.35E-05,0.01731743,0,207.3170732
97.56097561,29.26829268,15,1.54E-05,0.01731743,0,214.6341463
97.56097561,29.26829268,13.33333333,1.73E-05,0.01731743,0,212.195122
97.56097561,29.26829268,12,1.92E-05,0.01731743,0,212.195122
97.56097561,29.26829268,10.90909091,2.12E-05,0.01731743,0,219.5121951
97.56097561,29.26829268,10,2.31E-05,0.01731743,0,219.5121951
97.56097561,29.26829268,9.230769231,2.50E-05,0.01731743,0,221.9512195
97.56097561,29.26829268,8.571428571,2.69E-05,0.01731743,0,221.9512195
97.56097561,29.26829268,8,2.89E-05,0.01731743,0,224.3902439
97.56097561,29.26829268,7.5,3.08E-05,0.01731743,0,221.9512195
97.56097561,29.26829268,7.058823529,3.27E-05,0.01731743,1,268.2926829
97.56097561,29.26829268,6.667777778,3.46E-05,0.017320317,1,292.6829268
97.56097561,29.26829268,6.317894737,3.66E-05,0.017323203,1,295.1219512
97.56097561,29.26829268,6.003,3.85E-05,0.017326089,1,300
97.56097561,29.26829268,5.718095238,4.04E-05,0.017328975,1,304.8780488
97.56097561,29.26829268,5.459090909,4.23E-05,0.017331862,1,309.7560976
97.56097561,29.26829268,5.222608696,4.43E-05,0.017334748,1,314.6341463
97.56097561,29.26829268,5.005833333,4.62E-05,0.017337634,1,317.0731707
97.56097561,29.26829268,4.8064,4.81E-05,0.01734052,1,326.8292683
139.0243902,29.26829268,140,1.92E-06,0.020203669,0,151.2195122
139.0243902,29.26829268,70,3.85E-06,0.020203669,0,165.8536585
139.0243902,29.26829268,46.66666667,5.77E-06,0.020203669,0,168.2926829
139.0243902,29.26829268,35,7.70E-06,0.020203669,0,168.2926829
139.0243902,29.26829268,28,9.62E-06,0.020203669,0,175.6097561
139.0243902,29.26829268,23.33333333,1.15E-05,0.020203669,0,180.4878049
139.0243902,29.26829268,20,1.35E-05,0.020203669,0,190.2439024
139.0243902,29.26829268,17.5,1.54E-05,0.020203669,0,195.1219512
139.0243902,29.26829268,15.55555556,1.73E-05,0.020203669,0,190.2439024
139.0243902,29.26829268,14,1.92E-05,0.020203669,0,202.4390244
139.0243902,29.26829268,12.72727273,2.12E-05,0.020203669,0,197.5609756
139.0243902,29.26829268,11.66666667,2.31E-05,0.020203669,0,197.5609756
139.0243902,29.26829268,10.76923077,2.50E-05,0.020203669,0,195.1219512
139.0243902,29.26829268,10,2.69E-05,0.020203669,0,202.4390244
139.0243902,29.26829268,9.333333333,2.89E-05,0.020203669,0,204.8780488
139.0243902,29.26829268,8.75,3.08E-05,0.020203669,0,204.8780488
139.0243902,29.26829268,8.235294118,3.27E-05,0.020203669,0,207.3170732
139.0243902,29.26829268,7.777777778,3.46E-05,0.020203669,0,207.3170732
139.0243902,29.26829268,7.368421053,3.66E-05,0.020203669,1,236.5853659
139.0243902,29.26829268,7,3.85E-05,0.020203669,1,263.4146341
139.0243902,29.26829268,6.666666667,4.04E-05,0.020203669,1,270.7317073
139.0243902,29.26829268,6.363636364,4.23E-05,0.020203669,1,270.7317073
139.0243902,29.26829268,6.086956522,4.43E-05,0.020203669,1,275.6097561
139.0243902,29.26829268,5.833333333,4.62E-05,0.020203669,1,280.4878049
139.0243902,29.26829268,5.6,4.81E-05,0.020203669,1,287.804878
139.0243902,29.26829268,5.384615385,5.00E-05,0.020203669,1,287.804878
139.0243902,29.26829268,5.185185185,5.20E-05,0.020203669,1,290.2439024
139.0243902,29.26829268,5,5.39E-05,0.020203669,1,295.1219512
139.0243902,29.26829268,4.827586207,5.58E-05,0.020203669,1,297.5609756
139.0243902,29.26829268,4.666666667,5.77E-05,0.020203669,1,300
139.0243902,29.26829268,4.516129032,5.96E-05,0.020203669,1,312.195122
139.0243902,29.26829268,4.375,6.16E-05,0.020203669,1,317.0731707
139.0243902,29.26829268,4.242424242,6.35E-05,0.020203669,1,297.5609756
192.6829268,26.82926829,100,1.92E-06,0.014431192,0,182.9268293
192.6829268,26.82926829,50,3.85E-06,0.014431192,0,185.3658537
192.6829268,26.82926829,33.33333333,5.77E-06,0.014431192,0,195.1219512
192.6829268,26.82926829,25,7.70E-06,0.014431192,0,197.5609756
192.6829268,26.82926829,20,9.62E-06,0.014431192,0,207.3170732
192.6829268,26.82926829,16.66666667,1.15E-05,0.014431192,0,207.3170732
192.6829268,26.82926829,14.28571429,1.35E-05,0.014431192,0,207.3170732
192.6829268,26.82926829,12.5,1.54E-05,0.014431192,0,212.195122
192.6829268,26.82926829,11.11111111,1.73E-05,0.014431192,0,214.6341463
192.6829268,26.82926829,10,1.92E-05,0.014431192,0,219.5121951
192.6829268,26.82926829,9.090909091,2.12E-05,0.014431192,0,219.5121951
192.6829268,26.82926829,8.333333333,2.31E-05,0.014431192,0,224.3902439
192.6829268,26.82926829,7.692307692,2.50E-05,0.014431192,0,224.3902439
192.6829268,26.82926829,7.142857143,2.69E-05,0.014431192,0,226.8292683
192.6829268,26.82926829,6.666666667,2.89E-05,0.014431192,1,253.6585366
192.6829268,26.82926829,6.25,3.08E-05,0.014431192,1,258.5365854
192.6829268,26.82926829,5.882352941,3.27E-05,0.014431192,1,273.1707317
192.6829268,26.82926829,5.555555556,3.46E-05,0.014431192,1,268.2926829
192.6829268,26.82926829,5.263157895,3.66E-05,0.014431192,1,275.6097561
192.6829268,26.82926829,5,3.85E-05,0.014431192,1,302.4390244
192.6829268,26.82926829,4.761904762,4.04E-05,0.014431192,1,309.7560976
192.6829268,26.82926829,4.545454545,4.23E-05,0.014431192,1,304.8780488
192.6829268,26.82926829,4.347826087,4.43E-05,0.014431192,1,321.9512195
192.6829268,26.82926829,4.166666667,4.62E-05,0.014431192,1,321.9512195
192.6829268,26.82926829,4,4.81E-05,0.014431192,1,321.9512195
334.1463415,26.82926829,120,1.92E-06,0.01731743,0,195.1219512
334.1463415,26.82926829,60,3.85E-06,0.01731743,0,204.8780488
334.1463415,26.82926829,40,5.77E-06,0.01731743,0,207.3170732
334.1463415,26.82926829,30,7.70E-06,0.01731743,0,212.195122
334.1463415,26.82926829,24,9.62E-06,0.01731743,0,214.6341463
334.1463415,26.82926829,20,1.15E-05,0.01731743,0,221.9512195
334.1463415,26.82926829,17.14285714,1.35E-05,0.01731743,0,231.7073171
334.1463415,26.82926829,15,1.54E-05,0.01731743,1,236.5853659
334.1463415,26.82926829,13.33333333,1.73E-05,0.01731743,1,234.1463415
334.1463415,26.82926829,12,1.92E-05,0.01731743,1,243.902439
334.1463415,26.82926829,10.90909091,2.12E-05,0.01731743,1,241.4634146
334.1463415,26.82926829,10,2.31E-05,0.01731743,1,256.097561
334.1463415,26.82926829,9.230769231,2.50E-05,0.01731743,1,260.9756098
334.1463415,26.82926829,8.571428571,2.69E-05,0.01731743,1,263.4146341
334.1463415,26.82926829,8,2.89E-05,0.01731743,1,273.1707317
334.1463415,26.82926829,7.5,3.08E-05,0.01731743,1,280.4878049
334.1463415,26.82926829,7.058823529,3.27E-05,0.01731743,1,280.4878049
334.1463415,26.82926829,6.666666667,3.46E-05,0.01731743,1,285.3658537
334.1463415,26.82926829,6.315789474,3.66E-05,0.01731743,1,280.4878049
334.1463415,26.82926829,6,3.85E-05,0.01731743,1,270.7317073
334.1463415,26.82926829,5.714285714,4.04E-05,0.01731743,1,300
334.1463415,26.82926829,5.454545455,4.23E-05,0.01731743,1,321.9512195
334.1463415,26.82926829,5.217391304,4.43E-05,0.01731743,1,334.1463415
334.1463415,26.82926829,5,4.62E-05,0.01731743,1,346.3414634
334.1463415,26.82926829,4.8,4.81E-05,0.01731743,1,348.7804878
158.5365854,26.82926829,140,1.92E-06,0.020203669,0,148.7804878
158.5365854,26.82926829,70,3.85E-06,0.020203669,0,165.8536585
158.5365854,26.82926829,46.66666667,5.77E-06,0.020203669,0,173.1707317
158.5365854,26.82926829,35,7.70E-06,0.020203669,0,175.6097561
158.5365854,26.82926829,28,9.62E-06,0.020203669,0,178.0487805
158.5365854,26.82926829,23.33333333,1.15E-05,0.020203669,0,182.9268293
158.5365854,26.82926829,20,1.35E-05,0.020203669,0,190.2439024
158.5365854,26.82926829,17.5,1.54E-05,0.020203669,0,192.6829268
158.5365854,26.82926829,15.55555556,1.73E-05,0.020203669,0,195.1219512
158.5365854,26.82926829,14,1.92E-05,0.020203669,0,202.4390244
158.5365854,26.82926829,12.72727273,2.12E-05,0.020203669,0,202.4390244
158.5365854,26.82926829,11.66666667,2.31E-05,0.020203669,0,207.3170732
158.5365854,26.82926829,10.76923077,2.50E-05,0.020203669,0,212.195122
158.5365854,26.82926829,10,2.69E-05,0.020203669,0,209.7560976
158.5365854,26.82926829,9.333333333,2.89E-05,0.020203669,0,207.3170732
158.5365854,26.82926829,8.75,3.08E-05,0.020203669,1,236.5853659
158.5365854,26.82926829,8.235294118,3.27E-05,0.020203669,1,229.2682927
158.5365854,26.82926829,7.777777778,3.46E-05,0.020203669,1,236.5853659
158.5365854,26.82926829,7.368421053,3.66E-05,0.020203669,1,243.902439
158.5365854,26.82926829,7,3.85E-05,0.020203669,1,258.5365854
158.5365854,26.82926829,6.666666667,4.04E-05,0.020203669,1,265.8536585
158.5365854,26.82926829,6.363636364,4.23E-05,0.020203669,1,273.1707317
158.5365854,26.82926829,6.086956522,4.43E-05,0.020203669,1,280.4878049
158.5365854,26.82926829,5.833333333,4.62E-05,0.020203669,1,287.804878
158.5365854,26.82926829,5.6,4.81E-05,0.020203669,1,292.6829268
